generation	best	sd	avg
306	277226	8567.831230503129	251549.51097804392
307	277226	8693.03827073675	251390.7225548902
308	277226	8709.704328216778	251441.2634730539
309	277226	8564.079538622509	251818.71956087823
310	277226	8723.661456943835	251467.75648702594
311	277226	8674.872117840916	251500.376247505
312	277226	8777.761920230836	251515.42315369262
313	277226	8641.258110214936	251533.25648702594
314	277226	8821.785831468398	251670.24151696608
315	277226	8668.791382141784	251574.751497006
316	277226	8749.545704581365	251727.25548902195
317	277226	8740.9433501724	251449.89321357285
318	277226	8621.175324536145	251666.28542914172
319	277226	8552.639779910001	251782.88223552893
320	277226	8463.928035947565	251865.60479041917
321	277226	8559.533383074147	251907.21956087823
322	277226	8765.20390389923	251712.0598802395
323	277226	8715.487310933211	251707.74550898204
324	277226	8856.310616546956	251421.83433133733
325	277226	8736.762394425516	251284.17365269462
326	277226	8648.999207364011	251550.9730538922
327	277226	8518.70985926734	251766.3502994012
328	277226	8696.480181668643	251412.60379241518
329	277226	8753.154351511615	251470.70958083833
330	277226	8546.671755217845	251543.38622754492
331	277226	8706.98776604252	251567.4770459082
332	277226	8706.37526737204	251512.61776447107
333	277226	8785.356607972828	251249.6117764471
334	277226	8522.94404067166	251350.86427145707
335	277226	8485.229269194793	251691.30538922155
336	277226	8628.484326112586	251783.29341317364
337	277226	8689.16801573146	251363.58982035928
338	277226	8603.706687519274	251337.88023952095
339	277226	8595.231302758873	251376.39321357285
340	277226	8516.631588376496	251306.65069860278
341	277226	8646.968243299112	251175.72355289423
342	277226	8516.201469557815	251513.74251497007
343	277226	8511.614008305052	251627.62275449102
344	277226	8602.928467558635	251669.29441117763
345	277226	8793.595948747648	251720.53093812376
346	277226	8470.849130462295	251820.3502994012
347	277226	8638.580161830849	251382.44610778443
348	277226	8737.730875306836	251527.8522954092
349	277226	8666.080128415098	251709.53992015967
350	277226	8608.871153289392	251660.9770459082
351	277226	8667.888987126376	251951.98103792415
352	277226	8704.77040972856	251907.4770459082
353	277226	8923.134476568777	251344.17065868265
354	277226	8684.34767662227	251713.84530938123
355	277226	8626.319143887064	251267.32035928144
356	277226	8523.289954877519	251363.78243512975
357	277226	8698.687482193714	251564.5608782435
358	277226	8483.133230169775	251864.18363273452
359	277226	8628.190641654035	251689.82834331336
360	277226	8623.593778393399	251573.15668662675
361	277226	8873.888402368833	251532.39321357285
362	277226	8648.301674129327	252090.5888223553
363	277226	8857.168648483112	251834.8522954092
364	277226	8711.630374225377	251760.12674650698
365	277226	8826.261365406834	251511.27145708582
366	277226	8956.45598312171	251547.69760479042
367	277226	8744.536925802578	251518.92115768464
368	277226	8906.956024415924	251612.5
369	277226	9001.143353626761	251240.51696606787
370	277226	8784.770533028654	251640.0608782435
371	277226	8754.822174988038	251767.03193612775
372	277226	8795.78408617678	251545.5129740519
373	277226	8855.470532695253	251084.91516966067
374	277226	8648.45213012446	251655.61477045907
375	277226	8890.436319492546	251273.87325349302
376	277226	8741.558934374421	251426.65069860278
377	277226	8772.705802194167	251626.2365269461
378	277226	8786.720462165122	251910.31636726548
379	277226	8854.303417215531	251302.41417165668
380	277226	8775.277160478969	251789.79640718564
381	277226	8677.259857774325	251520.05489021956
382	277226	8777.863795195133	251608.0139720559
383	277226	8940.092278390963	251580.69061876248
384	277226	9049.857449929752	251363.96706586826
385	277226	8732.633207622479	251857.43013972056
386	277226	8829.19382978706	251503.62974051895
387	278674	8851.83095940184	251472.14071856288
388	278674	8893.323457960647	251508.63572854293
389	278674	8708.883181107492	251649.8602794411
390	278674	8555.896460438396	251562.99600798404
391	278674	8616.034576744307	251457.8882235529
392	278674	8648.380683456882	251553.8253493014
393	278674	8710.513823274117	251339.23952095807
394	278674	8647.615363179933	251684.67165668664
395	278674	8727.457453310592	251456.4131736527
396	278674	8786.620815928358	251448.80339321357
397	278674	8793.68379203397	251412.2644710579
398	278674	8734.483359281488	251482.74750499002
399	278674	8893.543159205235	251632.11576846306
400	278674	8548.825157040696	251557.6387225549
401	278674	8729.736069028182	251588.8123752495
402	278674	8682.515794234327	251362.7115768463
403	278674	8743.861919213881	251626.13572854293
404	278674	8581.402788896725	251528.06986027944
405	278674	8648.935146103378	251557.77145708582
406	278674	8730.136331629521	251381.5359281437
407	278674	8669.611378798927	251490.60778443114
408	278674	8693.98908526205	251287.05588822355
409	278674	8518.783318588132	251311.67365269462
410	278674	8645.937442190334	251525.67864271457
411	278674	8681.22811733807	251452.4251497006
412	278674	8776.236555257065	251283.4491017964
413	278674	8665.700236166627	251508.59381237524
414	278674	8839.84981361165	251449.28443113773
415	278674	8668.537216402347	251449.249500998
416	278674	8514.406746652945	251555.78043912177
417	278674	8659.72390269091	251429.4401197605
418	278674	8617.513230170698	251688.19361277446
419	278674	8737.44637773025	251719.4021956088
420	278674	8882.479409092952	251474.46706586826
421	278674	8937.410535662442	251698.40818363274
422	278674	8748.23486976383	251638.62075848304
423	278674	8732.771847319938	251850.55489021956
424	278674	8888.190769633236	251530.30538922155
425	278674	8794.838067060316	251690.19361277446
426	278674	8662.961165675713	251510.72854291418
427	278674	8742.702834606045	251548.74351297406
428	278674	8720.900932346127	251643.21457085828
429	278674	8775.641764470867	251654.1107784431
430	278674	8787.212035677436	251820.72155688622
431	278674	8679.566807268813	251614.31936127745
432	278674	8910.63668627575	251516.08383233534
433	278674	8956.860916541365	251614.65069860278
434	278674	8744.84794583226	252047.70758483035
435	278674	8885.229702732022	251673.09381237524
436	278674	8776.409215001548	251805.79740518963
437	278674	8839.776453111554	251744.85429141717
438	278674	8781.140837065708	251663.26846307385
439	278674	8695.08038299377	251868.44610778443
440	278674	8814.238713039516	251526.74051896206
441	278674	8918.887707972654	251384.36926147706
442	278674	8911.643951559678	251748.58483033933
443	278674	8906.053875763982	251657.87225548903
444	278674	8883.960731218875	251515.24650698603
445	278674	8841.216488915219	251445.94411177645
446	278674	8658.226436831312	251776.77544910178
447	278674	8858.003540141488	251437.4750499002
448	278674	8505.858465155165	252011.44510978044
449	278674	8770.294566489854	251757.82634730538
450	278674	8973.648151755464	251573.625748503
451	278674	8893.153502533663	251422.03393213573
452	278674	8637.722509598583	251567.04491017965
453	278674	8879.632264890459	251483.8153692615
454	278674	8839.3902384088	251727.77145708582
455	278674	8768.307348121878	251655.01097804392
456	278674	8878.224475579778	251758.251497006
457	278674	8585.216973007624	252196.64271457086
458	278674	8656.336764849235	251642.66666666666
459	278674	8654.193625791155	251588.89520958083
460	278674	8974.041913683643	251199.8992015968
461	278674	8861.503093739895	251714.34830339323
462	278674	8566.880099715996	251991.90818363274
463	278674	8854.462441381309	251573.08383233534
464	278674	8852.952724183677	251769.21057884232
465	278674	8800.160225160425	251802.8373253493
466	278674	8931.044494555448	251681.40518962077
467	278674	8727.58968388648	251798.5229540918
468	278674	8854.415044731717	251152.125748503
469	278674	8744.209583346523	251425.14570858283
470	278674	8793.029839473988	251347.1526946108
471	278674	8819.193393788384	251385.1636726547
472	278674	9036.064200687306	251576.57285429141
473	278674	8776.08295067525	251439.05389221557
474	278674	8577.307453227737	251788.6487025948
475	278674	8703.084501524696	251449.06686626747
476	278674	8723.224968621511	251567.5738522954
477	278674	8699.067952041469	251508.57085828343
478	278674	8596.190798933008	251679.9361277445
479	278674	8747.760100851896	251567.61676646708
480	278674	8626.964670176865	251539.00998003993
481	278674	8584.76871059001	251435.1477045908
482	278674	8786.394172637602	251905.02195608782
483	278674	8808.92564235664	251621.53093812376
484	278674	8533.989206260505	251616.3512974052
485	278674	8769.45380720202	251572.1876247505
486	278674	8602.531314790787	251394.3013972056
487	278674	8440.076982529778	251788.5
488	278674	8740.6194407874	251795.98902195608
489	278674	8819.693475888893	251473.37824351297
490	278674	8443.164393726598	252130.3103792415
491	278674	8851.534405087523	251285.5269461078
492	278674	8804.917964602633	251176.23053892216
493	278674	8592.734277304184	251536.59880239522
494	278674	8698.603263470794	251766
495	278674	8592.862273781617	251771.40918163673
496	278674	8758.778480733228	251468.11377245508
497	278674	8584.409144609377	251604.0978043912
498	278674	8455.836497998087	251670.05688622754
499	278674	8673.172277290681	251090.7355289421
500	278674	8546.522827912586	251166.45508982035
501	278674	8667.568823137832	251257.21856287424
502	278674	8707.065188832627	251395.9351297405
503	278674	8609.660556434737	251611.4760479042
504	278674	8612.366382541171	251474.16766467065
505	278674	8807.619988101424	251249.64071856288
506	278674	8719.67203115316	251641.77045908183
507	278674	8553.078411979393	251535.58183632736
508	278674	8871.026993780772	251242.63473053894
509	278674	8716.082925836507	251869.11976047905
510	278674	8522.851171739243	251853.84431137724
511	278674	8816.270634610144	251428.80938123752
512	278674	8590.513737269783	251822.50299401197
513	278674	8635.051778031597	252104.16866267464
514	278674	8821.428036544597	251774.5628742515
515	278674	8897.925176784145	251725.1866267465
516	278674	8826.21105616819	251732.0369261477
517	278674	8727.192167948284	251678.14670658682
518	278674	8850.165094434306	251567.18163672654
519	278674	8957.14380589884	251653.98303393213
520	278674	9018.165640547579	251402.79740518963
521	278674	8880.227748623172	251261.67365269462
522	278674	8653.189053792672	251779.8013972056
523	278674	8725.62057731817	251692.03493013972
524	278674	8740.258091147556	251548.2225548902
525	278674	8574.394502348265	251452.46107784432
526	278674	8578.452570380572	251609.5878243513
527	278674	8731.511464584268	251668.748502994
528	278674	8888.934269513355	251481.51796407186
529	278674	8669.70353116498	251860.07984031935
530	278674	8945.883931093207	251611.34331337325
531	278674	8777.603194290572	251843.22055888223
532	278674	8702.102554078368	251785.9620758483
533	278674	8915.18387505356	251429.86427145707
534	278674	8599.237746435507	251769.53093812376
535	278674	8872.585056386075	251133.54590818365
536	278674	8667.914363227199	251676.20558882237
537	278674	8968.585827311244	251717.44610778443
538	278674	8925.54099634105	251392.34830339323
539	278674	8942.89316394702	251476.60279441118
540	278674	8690.132260260774	251805.05888223552
541	278674	8784.31342032217	251536.59880239522
542	278674	8865.432449322849	251661.56686626747
543	278674	8837.472012562615	251732.49001996007
544	278674	8808.805016424658	251589.22954091817
545	278674	8744.492244920935	251787.54890219562
546	278674	8941.204071820684	251493.94710578842
547	278674	8692.215123407537	251980.13273453093
548	278674	8798.084076778992	251799.3622754491
549	278674	8677.893568489146	251753.13473053894
550	278674	8831.91924269941	251530.60678642715
551	278674	8512.059435501664	251742.53393213573
552	278674	8876.05781219495	251744.15568862276
553	278674	8882.241956184886	251553.17764471058
554	278674	8831.517599938565	251643.89121756487
555	278674	8569.335467237943	251993.10279441118
556	278674	8760.471410962222	251485.88023952095
557	278674	8929.21083105671	251828.94111776448
558	278674	8925.767198752494	251807.89720558882
559	278674	8924.370344454614	251373.2255489022
560	278674	8748.943645214418	251704.6497005988
561	278674	8978.085470946451	251472.6487025948
562	278674	8861.564865997794	251712.30439121756
563	278674	8879.385201780418	251601.85928143712
564	278674	8799.658209868116	251193.06986027944
565	278674	8600.134858954094	251513.41816367264
566	278674	8630.973504000662	251289.12075848304
567	278674	8582.733403043088	251426.51097804392
568	278674	8490.549640275814	251575.09381237524
569	278674	8670.327081799018	251547.07684630738
570	278674	8597.52162863161	251802.2365269461
571	278674	8643.870471659215	251625.75848303392
572	278674	8695.87063469477	251699.34830339323
573	278674	8668.380688160149	251698.748502994
574	278674	8626.854958379292	251447.9251497006
575	278674	8721.17918285354	251511.29840319362
576	278674	8739.768409572493	251725.22155688622
577	278674	8862.847768610223	251640.61976047905
578	278674	8831.666314590262	251722.69560878244
579	278674	8564.358796232791	251736.54790419163
580	278674	8623.069889384451	251594.2744510978
581	278674	8558.278355990553	251436.24051896206
582	278674	8559.555412328446	251460.18263473053
583	278674	8622.635785940933	251545.5748502994
584	278674	8638.891527791251	251490.4730538922
585	278674	8699.34365877933	251303.1526946108
586	278674	8429.595002183356	251534.09081836327
587	278674	8670.008728178665	251320.03093812376
588	278674	8658.049161574547	251701.05888223552
589	278674	8772.437397730115	251141.00299401197
590	278674	8501.753490771813	251514.86327345308
591	278674	8684.2125591514	251491.7864271457
592	278674	8480.821527500062	251720.94610778443
593	278674	8407.903886086977	251778.85329341318
594	278674	8590.174665098479	251584.98203592814
595	278674	8518.142469246368	251487.71656686626
596	278674	8740.978022246209	251267.48203592814
597	278674	8777.446672678607	251431.8383233533
598	278674	8784.238024362885	251466.5129740519
599	278674	8599.534303369916	251817.61576846306
600	278674	8648.78112665736	251540.5518962076
601	278674	8611.435644339133	251649.15968063872
602	278674	8729.694255911334	251432.26147704592
603	278674	8374.731894527771	251845.2744510978
604	278674	8832.812577138231	251530.80239520958
605	278674	8784.96712686064	251464.34830339323
606	278674	8502.514725096351	251557.17265469063
607	278674	8978.437559152486	251335.95109780438
608	278674	8726.452194811363	251325.20658682636
609	278674	8546.007080594623	251325.25548902195
610	278674	8669.035928786163	251633.4001996008
611	278674	8548.94852474467	251536.74650698603
612	278674	8809.190199661694	251366.91516966067
613	278674	8733.21788079854	251640.59181636726
614	278674	8624.492374323612	251290.55489021956
615	278674	8868.340220785498	251261.79740518963
616	278674	8646.660967925973	251530.37225548903
617	278674	8700.629187926246	251428.47904191617
618	278674	8539.056194877556	251883.72455089822
619	278674	8629.68589806286	251378.77644710577
620	278674	8892.884407221167	251475.20159680638
621	278674	8413.853662402575	251913.03493013972
622	278674	8605.019984860905	251813.04690618764
623	278674	8884.2328191165	251317.80538922155
624	278674	8736.428746101603	251552.4131736527
625	278674	8840.563574790902	251639.95808383235
626	278674	8724.506831501896	251914.9750499002
627	278674	8607.950010919836	251957.56786427146
628	278674	8854.00655352971	251741.10479041917
629	278674	8787.858663162555	251907.24550898204
630	278674	8778.353838659596	251764.92814371258
631	278674	8900.933778180417	251777.01796407186
632	278674	8857.83055862437	251790.28343313374
633	278674	8821.346185045833	251629.69361277446
634	278674	8367.57133142524	252102.77544910178
635	278674	8508.858112232092	251775.3103792415
636	278674	8787.9345181616	251514.80938123752
637	278674	8661.335740688943	251702.56886227545
638	278674	8818.959578366963	251582.7355289421
639	278674	8648.919705510443	251595.19361277446
640	278674	8843.110108398989	251748.3363273453
641	278674	8603.142085962765	251916.26047904193
642	278674	8753.013900535883	251905.32934131735
643	278674	8809.663647827552	251800.31836327346
644	278674	8598.843172891879	251841.87724550898
645	278674	8660.232048808924	251563.5119760479
646	278674	8788.442639003733	251744.31736526947
647	278674	8695.99471264151	251703.4870259481
648	278674	8774.511007566198	251473.95908183634
649	278674	8713.26422970558	251604.3892215569
650	278674	8656.682435907534	251955.5868263473
651	278674	8646.613171889518	251640.1526946108
652	278674	8872.990138220486	251341.65968063872
653	278674	8747.75603406515	251415.376247505
654	278674	8517.1801843304	251765.60878243513
655	278674	8525.482773416614	251921.6487025948
656	278674	8681.326446104871	251763.1107784431
657	278674	8762.30242590544	251977.9870259481
658	278674	8810.15097169552	251740.51696606787
659	278674	8969.029638537932	251615.88023952095
660	278674	8855.510751227876	251630.29840319362
661	278674	8706.93828614668	251767.84231536926
662	278674	8672.497427818022	251951.7884231537
663	278674	8850.05278378435	251541.3502994012
664	278674	8946.660739493449	251713.05489021956
665	278674	8855.900065782964	251847.06986027944
