generation	best	sd	avgcatastrophe
238	341482	24775.45169357887	334333.4451097804	NaN
239	341568	23806.28749692654	335024.0359281437	NaN
240	342437	24447.726464870906	334624.49301397207	NaN
241	342437	21988.595766880677	336177.0768463074	NaN
242	342437	19509.05510456606	337568.2425149701	NaN
243	342437	20883.321590071402	336905.30139720556	NaN
244	342437	21267.322889755087	336910.89520958083	NaN
245	342437	20853.540025640992	337315.86826347304	NaN
246	342437	21297.494759261775	337183.01397205587	NaN
247	342437	20778.790874675225	337476.0479041916	NaN
248	342437	19960.373862757235	337918.8263473054	NaN
249	342437	22116.14684755015	336827.8263473054	NaN
250	342437	21250.004459549786	337259.4910179641	NaN
251	342437	22072.650076849968	336924.49600798404	NaN
252	342437	23385.078864651467	336217.8143712575	NaN
253	342437	23619.723276522414	336041.04291417164	NaN
254	342437	26124.451447501484	334461.5469061876	NaN
255	342437	27660.459493265724	333481.6856287425	NaN
256	342611	26923.630937513077	333829.91217564873	NaN
257	342611	28114.605793758474	332971.2974051896	NaN
258	342611	27805.325675959277	333212.5489021956	NaN
259	342611	24946.90079550672	335159.4341317365	NaN
260	342611	22025.087680895216	336942.17165668664	NaN
261	342611	20627.144123040936	337715.630738523	NaN
262	342611	18777.826416570926	338739.88522954093	NaN
263	342611	14576.065628757879	340288.38423153694	NaN
264	342611	17402.994230115328	339318.01996007987	NaN
265	342611	18162.65041388089	338974.70858283434	NaN
266	342611	18740.840902380594	338811.95608782436	NaN
267	342611	14020.999635373717	340531.4760479042	NaN
268	342611	17850.373315954796	339149.31037924153	NaN
269	342611	18592.100164953594	338833.8163672655	NaN
270	342611	16905.494982015112	339408.94111776445	NaN
271	342611	16787.958683046374	339593.09780439123	NaN
272	342611	18897.8464869007	338726.66167664673	NaN
273	342995	19311.422817737162	338631.3333333333	NaN
274	342995	16764.719064906552	339779.45608782436	NaN
275	342995	17955.161620269155	339422.2864271457	NaN
276	342995	17915.37789237446	339350.24550898204	NaN
277	342995	16524.721090201332	340036.5918163673	NaN
278	342995	18399.17722072483	339225.6357285429	NaN
279	342995	17278.67383592493	339624.68063872255	NaN
280	342995	17566.887888218644	339615.95908183634	NaN
281	342995	18543.32672104686	339226.30239520955	NaN
282	342995	17494.97340097138	339679.1377245509	NaN
283	342995	15432.185375880757	340385.82135728543	NaN
284	342995	16574.5482044632	339974.1127744511	NaN
285	342995	15059.697825147137	340542.9740518962	NaN
286	342995	16152.699122626018	340166.1137724551	NaN
287	342995	16927.770399883208	339929.130738523	NaN
288	342995	18160.45490783313	339349.6566866267	NaN
289	342995	16945.802893945263	339744.67964071856	NaN
290	342995	15873.203182461588	340262.0449101796	NaN
291	342995	15748.881020226521	340332.3522954092	NaN
292	342995	14927.81821597502	340563.56786427146	NaN
293	342995	16740.600330649373	339902.7375249501	NaN
294	342995	15170.20437081978	340509.9461077844	NaN
295	342995	18160.421543930963	339352.2235528942	NaN
296	342995	17862.145137487198	339555.2574850299	342995
297	342995	30559.8034513237	262888.5998003992	NaN
298	342995	31905.375414722024	266670.8892215569	NaN
299	342995	33108.608548345976	271805.8982035928	NaN
300	342995	34776.18985981318	277533.6936127744	NaN
301	342995	35766.64905128635	287368.51596806385	NaN
302	342995	35298.32936983583	298944.5279441118	NaN
303	342995	31157.34087110322	311815.51497005986	NaN
304	342995	26431.286160001626	321662.00598802394	NaN
305	342995	24313.151637834126	327964.3223552894	NaN
306	342995	21052.560977379366	333607.0548902196	NaN
307	342995	18163.347186210416	337679.4740518962	NaN
308	342995	18562.8735418636	338721.23353293416	NaN
309	342995	14392.263210228884	340725.8992015968	NaN
310	342995	16831.540712949274	339932.1936127744	NaN
311	342995	18254.8372101106	339282.5359281437	NaN
312	342995	16366.599442860634	340095.38123752497	NaN
313	342995	16064.754988000212	340252.38522954093	NaN
314	342995	17172.03445380635	339724.66866267467	NaN
315	342995	15721.592390014008	340339.17864271457	NaN
316	343179	15826.289630494233	340391.2794411178	NaN
317	343179	17817.131319524375	339531.0369261477	NaN
318	343179	18096.896126969245	339458.98403193615	NaN
319	343179	18192.980694480622	339466.7864271457	NaN
320	343179	16879.1941842144	340070.8123752495	NaN
321	343243	17498.382743972463	339815.80838323355	NaN
322	343243	18141.83300861646	339645.2155688623	NaN
323	343243	15509.647929632098	340567.96906187624	NaN
324	343243	17939.206982732467	339695.29041916167	NaN
325	343243	16682.187055749633	340202.6626746507	NaN
326	343243	18238.32807221054	339630.91916167666	NaN
327	343243	18569.19835590748	339504.24750499	NaN
328	343243	16119.417391437317	340379.4361277445	NaN
329	343243	18977.1822625158	339236.4441117764	NaN
330	343243	19618.148940432537	339049.96606786427	NaN
331	343243	17450.285327830294	339929.98303393216	NaN
332	343243	18002.494617155247	339781.2115768463	NaN
333	343243	17002.146737948886	340038.73652694613	NaN
334	343243	17847.85922044742	339757.5289421158	NaN
335	343243	16915.709487344968	340083.15568862273	NaN
336	343243	15297.210534553531	340656.41117764474	NaN
337	343243	17306.578884150047	340010.6117764471	NaN
338	343243	16550.304201183062	340200.6886227545	NaN
339	343243	15873.221808668543	340511.0349301397	NaN
340	343243	16132.162184941417	340399.47804391215	NaN
341	343243	18976.52411526218	339333.251497006	NaN
342	343243	18974.89954440866	339253.4141716567	NaN
343	343243	17694.983920744802	339733.2974051896	NaN
344	343243	16084.532396097657	340422.35528942116	NaN
345	343243	15837.679004348789	340566.4261477046	NaN
346	343243	16184.887281801528	340459.4131736527	NaN
347	343243	17080.51732506169	340099.80738522956	NaN
348	343243	17785.34146192739	339819.08782435127	NaN
349	343243	16318.783431952348	340265.8043912176	NaN
350	343243	15272.710805118464	340704.77245508984	NaN
351	343243	19909.310780226846	338933.377245509	NaN
352	343243	16080.57383642035	340399.53193612775	NaN
353	343243	15191.717669534431	340695.41117764474	NaN
354	343243	17541.893518937377	339864.92914171657	NaN
355	343243	16710.99680451112	340217.4231536926	NaN
356	343243	17099.60522117727	340093.9870259481	343243
357	343243	30764.481442973316	262880.71656686626	NaN
358	343243	32295.976061770838	267448.1127744511	NaN
359	343243	34601.99394301894	273975.7584830339	NaN
360	343243	35701.88869137462	280723.2155688623	NaN
361	343243	36342.34882075987	289413.01996007987	NaN
362	343243	35494.599524816	300722.8343313373	NaN
363	343243	32331.370223915863	312017.97704590816	NaN
364	343243	27951.564713133866	321794.2764471058	NaN
365	343243	23487.35557993507	329453.26347305387	NaN
366	343243	22141.653926304563	334123.9870259481	NaN
367	343243	18910.44592641873	338115.55788423156	NaN
368	343243	18107.517414707254	339270.6886227545	NaN
369	343243	17406.598993783653	339862.9910179641	NaN
370	343243	16545.334569940158	340228.60578842316	NaN
371	343243	16195.910817849093	340374.81836327346	NaN
372	343243	16875.195098427957	340187.1017964072	NaN
373	343243	16847.962420882857	340065.3612774451	NaN
374	343243	17392.457993664273	339993.8602794411	NaN
375	343243	15911.278700991841	340507.2594810379	NaN
376	343243	18183.355767272566	339655.32035928144	NaN
377	343243	18343.596691365197	339528.9371257485	NaN
378	343243	18078.077100788014	339603.21956087823	NaN
379	343243	19049.705047487198	339342.123752495	NaN
380	343243	20402.825518222515	338584.874251497	NaN
381	343243	18039.93529038128	339773.7235528942	NaN
382	343243	17880.774140173195	339880.70658682636	NaN
383	343243	18237.87633579596	339795.7744510978	NaN
384	344142	13754.726216520774	341400.9091816367	NaN
385	344142	18265.618337641943	339875.3363273453	NaN
386	344142	18047.30032495157	340022.14471057884	NaN
387	344142	17224.521822161103	340551.4510978044	NaN
388	344142	16662.57777778245	340855.3113772455	NaN
389	344142	18351.26022976523	340356.4231536926	NaN
390	344142	16928.153483782622	341003.9441117764	NaN
391	344142	16707.721908632273	341059.7425149701	NaN
392	344142	16140.518707449131	341316.4710578842	NaN
393	344142	16718.701559026365	341086.09680638724	NaN
394	344142	17408.092489457125	340842.25349301397	NaN
395	344142	16353.557077321197	341179.4351297405	NaN
396	344142	15769.562982243902	341525.56986027944	NaN
397	344142	17039.16655416408	340959.20858283434	NaN
398	344142	17554.831521751054	340810.1007984032	NaN
399	344142	17053.699378701633	341006.880239521	NaN
400	344142	17816.988241177252	340663.9241516966	NaN
401	344142	18684.036198115606	340342.7884231537	NaN
402	344142	16464.760941597917	341122.65369261475	NaN
403	344142	14417.056753061726	341892.3902195609	NaN
404	344142	15347.451416274365	341643.5249500998	NaN
405	344142	16858.35841148215	341091.26746506983	NaN
406	344142	18643.65943084678	340351.35828343313	NaN
407	344142	17947.180759250456	340577.90219560877	NaN
408	344142	17254.70439712912	340836.8522954092	NaN
409	344142	18208.115201507226	340537.6946107784	NaN
410	344142	17165.315714071217	340996.14371257485	NaN
411	344142	18502.09614677568	340405.4880239521	NaN
412	344142	15632.748952505552	341596.14171656687	NaN
413	344142	18289.818071184516	340553.11776447104	344142
414	344142	30894.05955124762	262632.5538922156	NaN
415	344142	32771.947190773746	267551.53093812376	NaN
416	344142	34368.07697282622	272680.9910179641	NaN
417	344142	35641.48834692269	280573.79141716566	NaN
418	344142	36231.411746655496	288625.8153692615	NaN
419	344142	34702.43433680016	298518.9281437126	NaN
420	344142	31352.74292793572	310439.4870259481	NaN
421	344142	27479.478550765154	320092.26546906185	NaN
422	344142	24408.474173510338	328579.626746507	NaN
423	344142	19789.31209294725	335158.5728542914	NaN
424	344142	16465.66234136357	339340.1477045908	NaN
425	344142	18245.250917809077	340028.88123752497	NaN
426	344142	18061.20177941935	340540.27245508984	NaN
427	344142	13997.253259466395	342048.1596806387	NaN
428	344142	17004.93394148763	341014.6836327345	NaN
429	344142	19165.651337983945	340191.9750499002	NaN
430	344142	19148.919113150463	340124.5728542914	NaN
431	344142	21097.30255615966	339184.5848303393	NaN
432	344142	16932.25117528531	341037.2215568862	NaN
433	344142	14410.37127169514	341939.3263473054	NaN
434	344142	18946.81438140035	340288.26347305387	NaN
435	344142	16540.145437266947	341193.44111776445	NaN
436	344142	17744.192378955388	340726.2954091816	NaN
437	344142	15229.439156686238	341715.4091816367	NaN
438	344142	16041.796365877215	341285.26447105786	NaN
439	344142	21065.89880307216	339275.1956087824	NaN
440	344142	17966.947864884918	340684.27345309383	NaN
441	344142	16340.922730245342	341280.7255489022	NaN
442	344142	17854.16493459979	340705.875249501	NaN
443	344142	18035.989548417743	340596.5828343313	NaN
444	344142	19490.896044610177	339953.2764471058	NaN
445	344142	19090.18678685928	340117.9091816367	NaN
446	344142	18815.335206453256	340269.380239521	NaN
447	344142	16228.111152396921	341249.0828343313	NaN
448	344142	17215.639836715698	340926.5	NaN
449	344142	18600.840271038367	340380.1856287425	NaN
450	344142	18285.627196176403	340528.71656686626	NaN
451	344142	16476.839605172423	341254.58083832334	NaN
452	344142	17552.29410761221	340743.0379241517	NaN
453	344142	18097.26403240827	340624.874251497	NaN
454	344142	16522.2382268558	341197.3343313373	NaN
455	344142	19191.626419736716	340140.2225548902	NaN
456	344142	16887.882633239777	341080.9101796407	NaN
457	344142	15785.892257783002	341424.9640718563	NaN
458	344142	17552.00535656278	340717.96606786427	NaN
459	344142	16090.883229604571	341325.14171656687	NaN
460	344142	16570.526576898294	341238.14570858283	NaN
461	344142	18288.079584609088	340471.379241517	NaN
462	344142	17091.29686580335	340996.10678642715	NaN
463	344142	18138.64407880565	340552.86826347304	NaN
464	344142	19376.798755915574	339988.7984031936	NaN
465	344142	19940.272082602394	339832.8483033932	NaN
466	344142	18097.55467612561	340533.86826347304	344142
467	344142	31956.48163088214	263218.870259481	NaN
468	344142	33813.41828743362	268662.3123752495	NaN
469	344142	35460.986490236864	274657.4171656687	NaN
470	344142	36754.729494735024	279946.30239520955	NaN
471	344142	37591.548896204535	288101.5658682635	NaN
472	344142	36707.67253239163	297545.96906187624	NaN
473	344142	33578.133846148914	309550.5449101796	NaN
474	344142	28881.78236948391	321051.39321357285	NaN
475	344142	25321.507339797954	329195.622754491	NaN
476	344142	21720.279075532264	335078.22754491016	NaN
477	344142	18716.672313315095	339083.8343313373	NaN
478	344142	16653.682843114988	341010.94810379244	NaN
479	344142	17751.2307857011	340652.119760479	NaN
480	344142	14952.588527721417	341751.7744510978	NaN
481	344142	18031.069213994077	340671.8512974052	NaN
482	344142	17748.277311334587	340679.9081836327	NaN
483	344142	19416.312343778885	339962.51696606784	NaN
484	344142	17434.636225981474	340870.3522954092	NaN
485	344142	18313.25708025707	340576.68962075847	NaN
486	344142	18213.296187495165	340544.7844311377	NaN
487	344479	16382.419018129101	341344.73652694613	NaN
488	344479	20532.652120476883	339632.5828343313	NaN
489	344479	17880.104392069534	340701.0249500998	NaN
490	344479	18670.118667532955	340503.79241516965	NaN
491	344479	18005.96428997228	340710.30339321354	NaN
492	344479	20156.97554512897	339673.7415169661	NaN
493	344479	15844.181619790337	341600.5489021956	NaN
494	344479	17814.539309830867	340941.84630738525	NaN
495	344479	16778.72968909904	341384.1676646707	NaN
496	344479	19088.294788721734	340575.74351297406	NaN
497	344479	20715.451060794414	339746.79241516965	NaN
498	344479	17113.60059982035	341269.5289421158	NaN
499	344479	15487.14111313448	341858.66866267467	NaN
500	344479	18877.610992045553	340690.6367265469	NaN
501	344479	18132.500383054106	340908.52994011977	NaN
502	344479	16570.616236390877	341525.94710578845	NaN
503	344479	18485.261642264024	340765.6936127744	NaN
504	344479	16249.29560850627	341681.871257485	NaN
505	344479	16730.213967818167	341446.120758483	NaN
506	344479	17815.380143589722	341099.08782435127	NaN
507	344479	17800.573563018617	340987.56986027944	NaN
508	344479	17942.14381528202	341073.3403193613	NaN
509	344479	19642.724071464116	340328.251497006	NaN
510	344479	19231.417416754906	340468.95908183634	NaN
511	344479	16280.70176167915	341581.58882235526	NaN
512	344479	17884.008049529235	341021.1357285429	NaN
513	344479	19469.605991366156	340303.5	NaN
514	344479	19155.631360965795	340584.5918163673	NaN
515	344479	19288.411529530997	340454.14171656687	NaN
516	344479	18350.066312046478	340765.9710578842	NaN
517	344479	19149.120790641005	340458.25349301397	NaN
518	344479	16534.174430244126	341558.1646706587	NaN
519	344479	18852.79916797582	340645.501996008	NaN
520	344479	15686.650661119837	341874.32834331336	NaN
521	344479	17930.91558428116	340989.33832335327	NaN
522	344479	18131.924715915426	340935.7255489022	NaN
523	344479	18150.270051473468	340885.4880239521	NaN
524	344479	20675.825425274328	339734.8532934132	NaN
525	344479	15607.266981574294	341892.58782435127	NaN
526	344479	19714.10479336164	340263.9131736527	NaN
527	344479	18670.472210288342	340733.27045908186	NaN
528	344479	16301.102006995923	341674.1606786427	344479
529	344479	31455.741484092232	263530.4880239521	NaN
530	344479	32736.32063964349	267836.78243512975	NaN
531	344479	33628.938124682776	271912.78143712576	NaN
532	344479	35119.13032849347	278311.45808383235	NaN
533	344479	35934.383138390214	285848.125748503	NaN
534	344479	35875.52495826223	295750.1097804391	NaN
535	344479	33654.9256238596	306030.57884231536	NaN
536	344479	30071.545019696467	316131.0499001996	NaN
537	344479	26650.48600140533	324708.80838323355	NaN
538	344479	23000.788613776764	332473.1656686627	NaN
539	344479	17944.644311366028	338188.873253493	NaN
540	344479	16829.17493998573	340581.64371257485	NaN
541	344479	20055.275362434113	339939.0089820359	NaN
542	344479	16736.992850463033	341479.0828343313	NaN
543	344479	17739.47766974363	341151.3353293413	NaN
544	344479	18782.392347334346	340673.7385229541	NaN
545	344479	17109.99768610953	341311.59481037926	NaN
546	344479	15429.479608216385	341918.86726546905	NaN
547	344479	16606.52723081167	341520.4880239521	NaN
548	344479	15651.64200584375	341831.11576846306	NaN
549	344479	16615.905391006625	341515.8512974052	NaN
550	344479	19263.222766570503	340510.2025948104	NaN
551	344479	18294.861244623742	340857.33133732533	NaN
552	344479	17970.553140397384	340968.5668662675	NaN
553	344479	14406.749683576685	342229.4061876247	NaN
554	344479	17713.800092496112	341008.3273453094	NaN
555	344479	16375.54564511991	341611.63373253495	NaN
556	344479	15674.427385214354	341827.65568862273	NaN
557	344479	17471.933039478397	341181.4341317365	NaN
558	344479	17359.46928261949	341234.00399201596	NaN
