generation	best	sd	avgcatastrophe
559	344479	17343.525634418223	341289.623752495	NaN
560	344479	19628.17138306509	340256.8992015968	NaN
561	344479	17961.033551739045	341035.23652694613	NaN
562	344479	16956.10252521591	341388.4550898204	NaN
563	344479	17168.74362741273	341341.7425149701	NaN
564	344479	18859.270909119794	340696.0469061876	NaN
565	344479	16879.54844151499	341371.9371257485	NaN
566	344479	18376.506852466504	340855.03393213573	NaN
567	344479	16509.702691097267	341586.69760479045	NaN
568	344479	19373.39889457322	340437.96806387225	NaN
569	344479	18852.224188325104	340704.5279441118	NaN
570	344479	13868.978936942163	342453.8133732535	NaN
571	344479	17965.88452875522	341023.42914171657	NaN
572	344479	14784.961505246421	342118.5129740519	NaN
573	344479	19650.331448300723	340283.88223552896	NaN
574	344479	18125.496174619428	340938.1387225549	NaN
575	344479	18852.3591106922	340693.4371257485	NaN
576	344479	18064.117714627744	340897.9091816367	NaN
577	344479	18704.484380518177	340699.997005988	NaN
578	344479	17196.118972901502	341264.0638722555	NaN
579	344479	18265.376904736484	340716.9081836327	NaN
580	344479	18173.451327384766	340878.3143712575	NaN
581	344479	17222.61458097454	341311.88522954093	NaN
582	344479	19291.347320829576	340457.84630738525	NaN
583	344479	18776.176414357487	340702.17065868265	344479
584	344479	30616.19178774576	262735.1017964072	NaN
585	344479	32325.56992017633	267130.7225548902	NaN
586	344479	34374.00630113122	273256.622754491	NaN
587	344479	35945.77884500902	280745.71756487025	NaN
588	344479	36113.542823438	288331.2415169661	NaN
589	344479	35257.56168800024	298623.5718562874	NaN
590	344479	32116.862916035596	309674.002994012	NaN
591	344479	27949.70121263927	320110.9271457086	NaN
592	344479	23992.318304946202	328349.9500998004	NaN
593	344479	20350.20365159336	334618.6626746507	NaN
594	344479	21045.583154270935	337490.370259481	NaN
595	344479	20987.06534755555	338905.31037924153	NaN
596	344479	19835.27689437338	339918.0079840319	NaN
597	344479	17798.69039414892	341033.2395209581	NaN
598	344479	16796.380653011645	341431.55089820357	NaN
599	344479	16248.064930326938	341682.48003992013	NaN
600	344479	16187.329236151803	341655.30239520955	NaN
601	344479	14785.325836678569	342119.3113772455	NaN
602	344479	18941.274643957175	340629.99301397207	NaN
603	344479	17910.203908043106	340931.30838323355	NaN
604	344479	18583.024260662347	340799.9371257485	NaN
605	344479	18584.177752906733	340780.120758483	NaN
606	344479	17090.05195623991	341237.36726546905	NaN
607	344479	19587.094185470844	340339.4630738523	NaN
608	344479	17717.515542112487	341119.0548902196	NaN
609	344479	17728.199057952967	341040.51596806385	NaN
610	344479	15768.294010266807	341864.8163672655	NaN
611	344479	19190.813190604676	340478.24550898204	NaN
612	344479	18277.45903963308	340858.5638722555	NaN
613	344479	17808.219359567112	341047.9011976048	NaN
614	344479	19199.675667257998	340474.5828343313	NaN
615	344479	18365.426871163392	340890.48303393216	NaN
616	344479	15380.773014572014	341920.63473053894	NaN
617	344479	18700.61617551365	340675.6876247505	NaN
618	344479	14680.921147341805	342136.6107784431	NaN
619	344479	16665.257254875072	341511.2594810379	NaN
620	344479	19374.803819049877	340434.21956087823	NaN
621	344479	19159.305915906494	340452.2035928144	NaN
622	344479	20086.54864439314	340034.14471057884	NaN
623	344479	17670.06625696534	341080.71756487025	NaN
624	344479	19035.10779888193	340511.6856287425	NaN
625	344479	16868.078069235835	341355.6576846307	NaN
626	344479	17705.572970132936	341072.873253493	NaN
627	344479	17683.60434300708	341073.3003992016	NaN
628	344479	16891.224270989725	341420.8493013972	NaN
629	344479	14506.681271774276	342214.0928143713	NaN
630	344479	16249.324384834355	341732.9261477046	NaN
631	344479	14043.786197694642	342334.4281437126	NaN
632	344479	19319.199979291476	340423.55289421155	NaN
633	344479	16815.877568572545	341364.249500998	NaN
634	344479	18640.18737721277	340711.5379241517	NaN
635	344479	15996.527396891823	341775.57884231536	NaN
636	344479	19989.545980180286	340157.79341317364	NaN
637	344479	20882.7578844543	339757.6866267465	NaN
638	344479	17240.980829900727	341305.4610778443	NaN
639	344479	16849.709123206412	341379.4520958084	NaN
640	344479	17174.628648900118	341319.3113772455	NaN
641	344479	17686.170771032408	341072.77145708585	344479
642	344479	30848.75348797642	263006.9520958084	NaN
643	344479	31764.473235715883	267252.91916167666	NaN
644	344479	33473.302871317275	272279.5918163673	NaN
645	344479	35614.73289497913	279763.620758483	NaN
646	344479	36240.66170175441	287426.4461077844	NaN
647	344479	35688.065537428454	296500.5538922156	NaN
648	344479	34132.68821530284	306046.7974051896	NaN
649	344479	31129.64783171857	315995.6596806387	NaN
650	344479	27337.17779759294	324403.44211576844	NaN
651	344479	22552.701114607935	332335.626746507	NaN
652	344479	17877.27729968494	338402.0389221557	NaN
653	344479	16966.070921224396	340601.5998003992	NaN
654	344479	18540.495852403168	340582.8532934132	NaN
655	344479	18700.779020740894	340623.45608782436	NaN
656	344479	16943.80944445799	341392.74451097805	NaN
657	344479	15893.76480874897	341792.5828343313	NaN
658	344479	17506.952542891657	341045.1566866267	NaN
659	344479	18022.20774521656	340979.2794411178	NaN
660	344479	19790.825293458034	340252.47704590816	NaN
661	344479	18048.099381733206	341003.65568862273	NaN
662	344479	15849.441484876734	341748.6027944112	NaN
663	344479	19451.975013178275	340423.64570858283	NaN
664	344479	19791.515687101873	340197.2385229541	NaN
665	344479	17515.525633282683	341105.128742515	NaN
666	344479	19163.85955422081	340484.26447105786	NaN
667	344479	18965.013472045026	340574.8153692615	NaN
668	344479	17607.34391885803	341086.54091816366	NaN
669	344479	17353.527790805925	341275.4620758483	NaN
670	344479	19197.69132073067	340474.4510978044	NaN
671	344479	15559.649402803905	341895.84431137727	NaN
672	344479	17058.691835493682	341338.19860279444	NaN
673	344479	20204.182244820568	340018.5489021956	NaN
674	344479	16318.49479995916	341618.65369261475	NaN
675	344479	17088.632522793632	341334.63373253495	NaN
676	344479	17973.8925958183	341069.5379241517	NaN
677	344479	18265.99639802667	340811.21856287424	NaN
678	344479	19156.118543091066	340483.80938123754	NaN
679	344479	17301.404097520426	341221.68163672654	NaN
680	344479	16612.044919618216	341467.5259481038	NaN
681	344479	17424.40194410371	341271.7135728543	NaN
682	344479	19571.41499119622	340297.0249500998	NaN
683	344479	15994.722452744065	341724.45708582836	NaN
684	344479	17305.60347121448	341244.8972055888	NaN
685	344479	17591.054929653776	341091.629740519	NaN
686	344479	17934.07532782109	341040.19261477044	NaN
687	344479	20839.96705535975	339666.46606786427	NaN
688	344479	16406.783047579753	341556.6007984032	NaN
689	344479	16805.900202719033	341436.30239520955	NaN
690	344479	20158.01107605334	340069.0129740519	NaN
691	344479	17941.03915433594	340955.76646706584	NaN
692	344479	18512.579773400234	340758.64171656687	NaN
693	344479	17284.58985550422	341247.8143712575	NaN
694	344479	14158.245098514366	342314.5249500998	NaN
695	344479	15455.685239331113	341914.7385229541	NaN
696	344479	17611.210326720444	341136.95708582836	NaN
697	344479	17125.56679381423	341218.377245509	344479
698	344479	30659.17757461709	262432.4161676647	NaN
699	344479	32624.001463658384	267209.6736526946	NaN
700	344479	34723.82478242871	273022.15369261475	NaN
701	344479	36002.51371525706	279227.8423153693	NaN
702	344479	36687.21830314327	286515.7215568862	NaN
703	344479	36032.29825880793	296482.28343313374	NaN
704	344479	33445.33608322488	307459.3243512974	NaN
705	344479	28858.92735211903	318379.0469061876	NaN
706	344479	24158.564711182273	327650.5848303393	NaN
707	344479	24195.09694191039	332310.02295409184	NaN
708	344479	20783.002065071687	337174.56986027944	NaN
709	344479	17219.505453987174	340296.6856287425	NaN
710	344479	16502.68312850871	341345.05089820357	NaN
711	344479	16588.870528828553	341566.66966067866	NaN
712	344479	17116.018065606222	341333.6996007984	NaN
713	344479	19529.335485607462	340352.9101796407	NaN
714	344479	15820.541878696977	341763.76347305387	NaN
715	344479	16763.13292135238	341488.8632734531	NaN
716	344479	18334.88886256366	340911.9381237525	NaN
717	344479	21087.958878021986	339530.43912175647	NaN
718	344479	19512.88093811783	340332.17964071856	NaN
719	344479	17143.956156227767	341323.86726546905	NaN
720	344479	18085.28737466848	340908.6367265469	NaN
721	344479	18858.593266425054	340568.26347305387	NaN
722	344479	15336.948341504703	341986.90219560877	NaN
723	344479	17168.7704382805	341321.4241516966	NaN
724	344479	15032.172055974688	342080.121756487	NaN
725	344479	18417.359469622075	340831.36826347304	NaN
726	344479	18148.460839689786	340887.61776447104	NaN
727	344479	15297.157342192988	341990.97904191614	NaN
728	344479	16674.552484116593	341457.74550898204	NaN
729	344479	14528.888163757489	342211.06886227545	NaN
730	344479	19844.752825091735	340241.9820359281	NaN
731	344479	18644.190064289305	340705.16866267467	NaN
732	344479	19484.459220070745	340363.9520958084	NaN
733	344479	18982.12790334003	340621.499001996	NaN
734	344479	16231.934591924412	341686.40319361276	NaN
735	344479	17016.115980308514	341345.2854291417	NaN
736	344479	18458.200851229103	340724.9550898204	NaN
737	344479	18700.51959534318	340660.00698602793	NaN
738	344479	17568.740415276363	341079.2115768463	NaN
739	344479	19241.21351734552	340456.0479041916	NaN
740	344479	18218.300065241303	340893.8602794411	NaN
741	344479	17361.131189713826	341260.9810379241	NaN
742	344479	19727.35830606179	340313.0389221557	NaN
743	344479	18356.94480922698	340843.1766467066	NaN
744	344479	21369.380853558923	339406.2395209581	NaN
745	344479	18167.202223747085	340912.8592814371	NaN
746	344479	18490.059593198417	340738.0848303393	NaN
747	344479	14859.58659938956	342061.4381237525	NaN
748	344479	19202.415823824118	340473.4001996008	NaN
749	344479	16868.387558663107	341473.30938123754	NaN
750	344479	18761.003769743296	340626.41217564873	NaN
751	344479	17863.560482160447	340997.126746507	NaN
752	344479	17902.454908576045	341026.76646706584	NaN
753	344479	15860.472591346603	341749.0179640719	NaN
754	344479	18227.694835521463	340899.0638722555	344479
755	344479	31455.97161192181	263478.86626746505	NaN
756	344479	33287.953092416654	267967.47804391215	NaN
757	344479	35686.686039043416	274182.72954091814	NaN
758	344479	37251.15389771965	282315.48602794413	NaN
759	344479	37356.53318266822	291234.7125748503	NaN
760	344479	35920.59911809036	301758.0918163673	NaN
761	344479	32508.880613151556	312446.11876247503	NaN
762	344479	30133.910129038104	321306.13173652696	NaN
763	344479	24388.943436648555	330888.89520958083	NaN
764	344479	21717.87919603651	336281.5638722555	NaN
765	344479	18890.4873083419	339566.30239520955	NaN
766	344479	18699.986829024005	340508.68263473053	NaN
767	344479	16253.82654942554	341584.63473053894	NaN
768	344479	16606.715127802636	341522.5718562874	NaN
769	344479	20248.472708050125	339974.5289421158	NaN
770	344479	18380.56809935882	340845.20758483035	NaN
771	344479	15674.928088744968	341842.0638722555	NaN
772	344479	17182.0228223614	341386.09780439123	NaN
773	344479	16907.979496916807	341442.0718562874	NaN
774	344479	17376.78493590339	341230.8113772455	NaN
775	344479	17398.323401227815	341236.4251497006	NaN
776	344930	15968.339618521573	341772.72754491016	NaN
777	344930	19122.27839259692	340633.126746507	NaN
778	344930	19062.135961130247	340776.14471057884	NaN
779	344930	16111.931186729695	341925.4550898204	NaN
780	344930	16970.371479255387	341648.7574850299	NaN
781	344930	20374.325308810727	340505.4261477046	NaN
782	344930	16816.17075696642	341804.5109780439	NaN
783	344930	18309.00436643118	341386.5748502994	NaN
784	345032	19103.01803100975	340966.0449101796	NaN
785	345342	17116.014637954042	341814.3493013972	NaN
786	345342	17820.899878859294	341648.76746506983	NaN
787	345491	17401.227842138767	341795.8063872256	NaN
788	345491	20490.434006875297	340631.9900199601	NaN
789	345491	18513.951329249037	341403.5828343313	NaN
790	345491	16234.414102183036	342346.4900199601	NaN
791	345491	16120.104590712499	342547.7255489022	NaN
792	345890	18235.50558127946	341821.2005988024	NaN
793	345890	18619.51334085761	341802.9760479042	NaN
794	345890	20341.183958717957	341025.73053892213	NaN
795	345890	17058.98029964031	342433.1776447106	NaN
796	345949	15017.459976632206	343298.9900199601	NaN
797	345949	18381.56348156798	342231.6397205589	NaN
798	345949	15683.097952333097	343189.0119760479	NaN
799	346044	18784.604140592783	342106.6377245509	NaN
800	346044	19197.159526593005	341934.8113772455	NaN
801	346044	19222.62630614017	341982.8982035928	NaN
802	346044	20068.49263230165	341710.5349301397	NaN
803	346044	18982.433566990978	342257.76646706584	NaN
804	346044	20154.77321031824	341679.4001996008	NaN
805	346044	16545.021635511905	343101.5449101796	NaN
806	346044	15365.502178130077	343559.14371257485	NaN
807	346044	17455.64772374231	342784.96606786427	NaN
808	346044	18904.953655257028	342199.749500998	NaN
809	346044	17397.58767038709	342942.7584830339	NaN
810	346044	16842.424240822875	342991.27145708585	NaN
811	346044	16257.919713852762	343196.28343313374	NaN
812	346044	19053.113508543258	342170.64371257485	NaN
813	346044	17621.06824549833	342718.251497006	NaN
814	346044	22323.416041144566	340630.2984031936	NaN
815	346044	17484.4081195262	342774.3483033932	NaN
816	346044	16439.071765689765	343163.85528942116	NaN
817	346044	18246.539752494053	342530.4351297405	NaN
818	346044	16876.089728632236	343003.69760479045	NaN
819	346044	17816.50760249351	342662.39221556886	NaN
820	346044	18571.384807352075	342418.8972055888	NaN
821	346044	16851.58080826567	343140.73053892213	NaN
822	346044	15775.532494644513	343388.27345309383	NaN
823	346044	19140.025355014983	342199.1037924152	NaN
824	346044	18962.065295443823	342171.81836327346	NaN
825	346044	18224.783136925693	342504.10778443114	NaN
826	346044	19292.418327972984	342067.8403193613	NaN
827	346044	18925.011191807283	342249.05788423156	346044
828	346044	31295.93761211125	262699.7005988024	NaN
829	346044	33306.41746546354	267857.22754491016	NaN
830	346044	35389.296481173085	273784.44810379244	NaN
831	346044	36766.58031923297	280112.30139720556	NaN
832	346044	37539.789843212886	288220.47904191614	NaN
833	346044	36921.114197101226	298627.5868263473	NaN
834	346044	34235.060868059416	309688.64171656687	NaN
835	346044	30880.207844355562	318639.63173652696	NaN
836	346044	26257.60337554544	327808.49600798404	NaN
837	346044	21012.036456970643	335691.1606786427	NaN
838	346044	20226.528184588624	339310.10778443114	NaN
839	346044	16265.721077612172	342546.3113772455	NaN
840	346044	16757.90315203788	342875.21856287424	NaN
841	346044	18090.859168184743	342484.0738522954	NaN
842	346044	17669.701299617518	342690.7874251497	NaN
843	346044	16256.09482046066	343194.75249501	NaN
844	346044	18667.292217857517	342347.119760479	NaN
845	346044	15703.881738896112	343396.5399201597	NaN
846	346044	19058.52521572286	342219.3493013972	NaN
847	346044	20425.433325342172	341574.67864271457	NaN
848	346044	17045.05364060809	342858.23253493017	NaN
849	346044	16690.822307758095	343071.49401197606	NaN
850	346044	17077.141635992688	343000.48303393216	NaN
851	346044	20111.659046529865	341618.42914171657	NaN
852	346044	17429.50759913463	342814.68163672654	NaN
853	346044	17259.890482170304	342773.7375249501	NaN
854	346044	16233.581422369554	343301.498003992	NaN
855	346044	15894.06602085595	343406.5499001996	NaN
856	346044	17786.356331024195	342720.78043912177	NaN
857	346044	16349.415290933568	343281.30339321354	NaN
858	346044	18716.994689894218	342386.56886227545	NaN
859	346044	17929.930687619468	342606.59580838325	NaN
860	346044	18931.18549912115	342220.9261477046	NaN
861	346044	16906.45167645841	342935.01696606784	NaN
862	346044	20684.803386287917	341457.0668662675	NaN
863	346044	15705.159212309918	343487.379241517	NaN
864	346044	19311.341045030906	342116.49301397207	NaN
865	346044	18691.29811319656	342344.53093812376	NaN
866	346044	18674.975816097824	342248.7425149701	NaN
867	346044	17674.56613525724	342789.9341317365	NaN
868	346044	16650.920750187997	343080.9441117764	NaN
869	346044	15349.33176525267	343593.1467065868	NaN
870	346044	18475.793913116013	342434.625748503	NaN
871	346044	20021.365367993498	341707.379241517	NaN
872	346044	14791.436230599595	343692.66966067866	NaN
873	346044	18157.46539691532	342562.82934131735	NaN
874	346044	16382.676654275672	343254.55988023954	NaN
875	346044	16592.47674390472	343136.97804391215	NaN
876	346044	20189.690319677396	341781.0728542914	NaN
877	346044	19041.85312895157	342124.7884231537	NaN
878	346044	17606.7298790233	342754.1097804391	NaN
879	346044	17946.085110418637	342616.4271457086	NaN
880	346044	14950.432483853097	343658.72954091814	NaN
881	346044	18562.50997494688	342388.21756487025	NaN
882	346044	16695.43487016448	343119.124750499	346044
883	346044	30769.65635894326	262074.4491017964	NaN
884	346044	32278.956018694	266317.5079840319	NaN
885	346044	34289.27876701285	271656.4351297405	NaN
886	346044	35553.63090309281	277907.6506986028	NaN
887	346044	36309.81742895521	285695.8263473054	NaN
888	346044	35845.10591199746	294248.125748503	NaN
889	346044	34404.25510632554	304502.6946107784	NaN
890	346044	30574.919558996364	316385.21856287424	NaN
891	346044	26715.310732523605	325790.9870259481	NaN
892	346044	23121.46495461857	333491.40419161675	NaN
893	346044	18603.855860713837	339545.97005988023	NaN
894	346044	21959.90723234	340030.28143712576	NaN
895	346044	19520.547696736237	341860.6467065868	NaN
896	346044	20240.736551653907	341635.74650698603	NaN
897	346044	19885.27015801476	341749.497005988	NaN
898	346044	17977.73389558757	342631.36626746505	NaN
899	346044	16958.269088858964	342995.9810379241	NaN
900	346044	17652.042455895677	342794.56986027944	NaN
901	346044	18950.890702030523	342200.0359281437	NaN
902	346044	16812.61791643336	343047.0938123753	NaN
903	346044	19201.7710016224	342061.3512974052	NaN
904	346044	16431.852784157356	343116.4810379241	NaN
905	346044	16349.65317663405	343228.0988023952	NaN
906	346044	16950.235902897224	343021.1137724551	NaN
907	346044	18066.68262704803	342570.4171656687	NaN
908	346044	17780.939013106483	342519	NaN
909	346044	19666.56670096603	341942.8113772455	NaN
910	346044	16399.480797394535	343221.0738522954	NaN
911	346044	16156.103726158968	343311.52195608785	NaN
912	346044	18674.240277831945	342397.125748503	NaN
913	346044	18653.772777175705	342348.4281437126	NaN
914	346044	16114.796540124677	343268.44211576844	NaN
915	346044	19209.60044548368	342138.1566866267	NaN
916	346044	19475.331201055495	341982.05289421155	NaN
917	346044	17722.86230538099	342731.9151696607	NaN
918	346044	20942.72730526413	341271.84730538924	NaN
919	346044	20775.136027956007	341321.5379241517	NaN
920	346044	20702.255079615396	341421.96606786427	NaN
921	346044	20452.481194375883	341532.59580838325	NaN
922	346044	19678.635330815305	341887.55289421155	NaN
923	346044	18298.047359841778	342420.94710578845	NaN
924	346044	17632.42131277302	342749.49600798404	NaN
925	346044	18724.48948073501	342284.31037924153	NaN
926	346044	18769.954786246733	342276.7235528942	NaN
927	346044	17896.857105258194	342617.48502994014	NaN
928	346044	17611.043622194607	342802.81936127745	NaN
929	346044	15654.663992628104	343443.86526946106	NaN
930	346044	16328.388446222827	343230.66866267467	NaN
931	346044	19025.244255562615	342226.09580838325	NaN
932	346044	18248.272018093405	342503.2754491018	NaN
933	346044	19191.426677762753	342033.5928143713	NaN
934	346044	18520.091911189094	342354.5848303393	NaN
935	346044	18730.52588473967	342285.76746506983	346044
936	346044	30960.469719401448	261879.3612774451	NaN
937	346044	32560.506504718513	266285.8043912176	NaN
938	346044	34094.64614897353	271414.29341317364	NaN
939	346044	35274.57646717687	277377.7115768463	NaN
940	346044	36671.45833916104	285482.1497005988	NaN
941	346044	35996.62640775352	295098.77245508984	NaN
942	346044	34122.25512738898	305896.47005988023	NaN
943	346044	30748.986324796086	316775.499001996	NaN
944	346044	26084.870105858558	326362.41916167666	NaN
945	346044	24767.083798073032	331923.3273453094	NaN
946	346044	20997.495150679406	337810.79141716566	NaN
947	346044	19890.297545897807	340440.86526946106	NaN
948	346044	20242.9821198326	341218.7035928144	NaN
949	346044	17462.386059184184	342747.7225548902	NaN
950	346044	16090.338249239778	343334.2235528942	NaN
951	346044	20271.784959071996	341625.4351297405	NaN
952	346230	17100.291060020532	342921.3872255489	NaN
953	346230	17967.871085252144	342665.77345309383	NaN
954	346230	18052.54057473987	342562.1676646707	NaN
955	346230	18964.398477747516	342350.09780439123	NaN
956	346230	18388.165657749425	342491.9461077844	NaN
957	346230	22374.09202217071	340673.35828343313	NaN
958	346230	18481.274930248972	342545.501996008	NaN
959	346230	17718.331250511503	342837.04291417164	NaN
960	346230	16749.8386581105	343242.68063872255	NaN
961	346230	18207.6356085515	342673.93113772455	NaN
962	346230	17471.239806661975	342869.91217564873	NaN
963	346230	18486.437936272316	342570.7125748503	NaN
964	346230	19245.301350755053	342190.4161676647	NaN
965	346230	17804.143123198988	342903.72954091814	NaN
966	346230	17723.360961842453	342821.1497005988	NaN
967	346230	17887.913827419834	342838.4530938124	NaN
968	346230	17820.050920507896	342899.81936127745	NaN
969	346230	16825.599275243705	343187.2584830339	NaN
970	346230	18232.328556433607	342777.6676646707	NaN
971	346230	19308.59577190611	342322.0918163673	NaN
972	346230	20470.325872889072	341701.8982035928	NaN
973	346230	19308.089191366118	342279.18962075847	NaN
974	346415	18338.519944756434	342739.90518962074	NaN
975	346415	15809.780865914296	343746.44311377243	NaN
976	346415	15889.339448703973	343716.1127744511	NaN
977	346415	16594.625428950665	343483.18063872255	NaN
978	346415	17129.002609790947	343220.3273453094	NaN
979	346415	18384.374319393908	342815.9640718563	NaN
980	346415	15307.012802715648	343942.68163672654	NaN
981	346415	14851.065833014925	344147.0089820359	NaN
982	346415	19055.666599741267	342647.4081836327	NaN
983	346483	14612.037044188857	344186.3353293413	NaN
984	346483	15083.389635055135	344016.4730538922	NaN
985	346483	17541.72910865974	343198.7874251497	NaN
986	346483	17767.71966328803	343071.6876247505	NaN
987	346483	17773.93805000108	343116.25648702594	NaN
988	346483	18226.386190434903	342941.1936127744	NaN
989	346483	17574.73102374193	343174.8532934132	NaN
990	346483	19145.249643651343	342555.127744511	NaN
991	346483	17932.3907250204	343126.6027944112	NaN
992	346483	18575.607512630904	342751.4730538922	NaN
993	346483	14667.3336548926	344189.70958083833	NaN
994	346483	17491.922287282552	343262.15269461076	NaN
995	346483	17353.164749880365	343271.69261477044	NaN
996	346483	16191.971361113454	343693.9820359281	NaN
997	346483	14661.97138203658	344167.2035928144	NaN
998	346483	19610.332375084174	342441.34730538924	NaN
999	346483	17937.65221599561	343031.2405189621	NaN
