generation	best	sd	avg	cv	catastrophe
197	2183	0	2183	0	NaN
198	2183	0	2183	0	NaN
199	2183	0	2183	0	NaN
200	2183	0	2183	0	NaN
201	2183	0	2183	0	NaN
202	2183	0	2183	0	NaN
203	2183	0	2183	0	NaN
204	2183	0	2183	0	NaN
205	2183	0	2183	0	NaN
206	2183	0	2183	0	NaN
207	2183	0	2183	0	NaN
208	2183	0	2183	0	NaN
209	2183	0	2183	0	NaN
210	2183	0	2183	0	NaN
211	2183	0	2183	0	NaN
212	2183	0	2183	0	NaN
213	2183	0	2183	0	NaN
214	2183	0	2183	0	NaN
215	2183	0	2183	0	NaN
216	2183	0	2183	0	NaN
217	2183	0	2183	0	NaN
218	2183	0	2183	0	NaN
219	2183	0	2183	0	NaN
220	2183	0	2183	0	NaN
221	2183	0	2183	0	NaN
222	2183	0	2183	0	NaN
223	2183	0	2183	0	NaN
224	2183	0	2183	0	NaN
225	2183	0	2183	0	NaN
226	2183	0	2183	0	NaN
227	2183	0	2183	0	NaN
228	2183	0	2183	0	NaN
229	2183	0	2183	0	NaN
230	2183	0	2183	0	NaN
231	2183	0	2183	0	NaN
232	2183	0	2183	0	NaN
233	2183	0	2183	0	NaN
234	2183	0	2183	0	NaN
235	2183	0	2183	0	NaN
236	2183	0	2183	0	NaN
237	2183	0	2183	0	NaN
238	2183	0	2183	0	NaN
239	2183	0	2183	0	NaN
240	2183	0	2183	0	NaN
241	2183	0	2183	0	NaN
242	2183	0	2183	0	NaN
243	2183	0	2183	0	NaN
244	2183	0	2183	0	NaN
245	2183	0	2183	0	NaN
246	2183	0	2183	0	NaN
247	2183	0	2183	0	NaN
248	2183	0	2183	0	NaN
249	2183	0	2183	0	NaN
250	2183	0	2183	0	NaN
251	2183	0	2183	0	NaN
252	2183	0	2183	0	NaN
253	2183	0	2183	0	NaN
254	2183	0	2183	0	NaN
255	2183	0	2183	0	NaN
256	2183	0	2183	0	NaN
257	2183	0	2183	0	NaN
258	2183	0	2183	0	NaN
259	2183	0	2183	0	NaN
260	2183	0	2183	0	NaN
261	2183	0	2183	0	NaN
262	2183	0	2183	0	NaN
263	2183	0	2183	0	NaN
264	2183	0	2183	0	NaN
265	2183	0	2183	0	NaN
266	2183	0	2183	0	NaN
267	2183	0	2183	0	NaN
268	2183	0	2183	0	NaN
269	2183	0	2183	0	NaN
270	2183	0	2183	0	NaN
271	2183	0	2183	0	NaN
272	2183	0	2183	0	NaN
273	2183	0	2183	0	NaN
274	2183	0	2183	0	NaN
275	2183	0	2183	0	NaN
276	2183	0	2183	0	NaN
277	2183	0	2183	0	NaN
278	2183	0	2183	0	NaN
279	2183	0	2183	0	NaN
280	2183	0	2183	0	NaN
281	2183	0	2183	0	NaN
282	2183	0	2183	0	NaN
283	2183	0	2183	0	NaN
284	2183	0	2183	0	NaN
285	2183	0	2183	0	NaN
286	2183	0	2183	0	NaN
287	2183	0	2183	0	NaN
288	2183	0	2183	0	NaN
289	2183	0	2183	0	NaN
290	2183	0	2183	0	NaN
291	2183	0	2183	0	NaN
292	2183	0	2183	0	NaN
293	2183	0	2183	0	NaN
294	2183	0	2183	0	NaN
295	2183	0	2183	0	NaN
296	2183	0	2183	0	NaN
297	2183	0	2183	0	NaN
298	2183	0	2183	0	NaN
299	2183	0	2183	0	NaN
