generation	best	sd	avg
399	324557	21280.57528015748	318071.1107784431
400	324557	21937.596131206046	317610.8902195609
401	324557	21218.262551141223	318088.3113772455
402	324557	20089.138058071632	318909.2994011976
403	324557	20711.9886158318	318476.58782435127
404	324557	20345.096720294794	318712.01696606784
405	324557	20686.11808412739	318447.26646706584
406	324557	21200.43709327527	318258.2145708583
407	324557	21028.186730650566	318224.3263473054
408	324557	21569.290581945246	317805.61776447104
409	324557	20891.287027720395	318308.0269461078
410	324557	21526.92043639944	317822.3053892216
411	324557	21174.283992835983	318145.2025948104
412	324557	18910.31991600956	319641.1636726547
413	324557	22357.272125162344	317398.1467065868
414	324557	18188.891461539617	319904.08782435127
415	324557	21333.417651005253	318055.873253493
416	324557	21000.693604965458	318198.2744510978
417	324557	20012.32327179829	318894.21956087823
418	324557	19472.440285515728	319282.621756487
419	324557	19408.593717365122	319301.8353293413
420	324557	19526.11572662298	319109.63273453095
421	324557	20985.77027101413	318447.127744511
422	324557	21230.922604188137	318039.3363273453
423	324557	21485.997822915648	318050.43912175647
424	324557	21465.644328245253	317886.8363273453
425	324557	20689.095372942138	318442.6357285429
426	324557	21141.397585815186	318271.622754491
427	324557	21810.904417334383	317655.24550898204
428	324557	19759.50369776615	319001.1027944112
429	324557	18978.27358376688	319456.34530938126
430	324557	21274.90992877525	318159.18962075847
431	324557	19355.113169534012	319275.4650698603
432	324557	20951.362896963554	318363.39520958083
433	324557	20646.85771941536	318460.57085828343
434	324557	20087.00484677564	318866.74550898204
435	324557	19543.142420618933	319225.80339321354
436	324557	20263.86135147	318861.97704590816
437	324557	21150.185434131727	318222.7415169661
438	324557	20361.02968587686	318786.55888223555
439	324557	19459.97922830803	319126.23053892213
440	324557	18752.022324283193	319643.4710578842
441	324557	19531.78673265487	319310.6776447106
442	324557	22665.13334430826	317251.9530938124
443	324557	19891.880659372884	318971.5399201597
444	324557	20069.136686805115	318913.15469061874
445	324557	19741.08230848598	319006.4630738523
446	324557	19728.453770338714	318975.0379241517
447	324557	19902.74043372249	318918.624750499
448	324557	21204.765178901496	318167.9810379241
449	324557	20388.66531393702	318699.44111776445
450	324557	20246.392642560255	318700.7205588822
451	324557	21345.06075794021	317957.26447105786
452	324557	20048.851567228732	318837.7155688623
453	324557	20403.533541537432	318453.1017964072
454	324557	22610.034434682304	317311.5618762475
455	324557	19718.56020597107	318971.91117764474
456	324557	22721.755304799884	317196.9740518962
457	324557	19644.966459070976	319197.4640718563
458	324557	20197.99788263851	318831.8642714571
459	324557	20295.057804877695	318649.6726546906
460	324557	22680.91452337677	317165.6487025948
461	324557	20460.286346393033	318551.7015968064
462	324557	21589.535309421426	317806.249500998
463	324557	20971.6109275405	318363.44111776445
464	324557	20306.23314311818	318764.34730538924
465	324557	20633.04447439483	318583.3912175649
466	324557	20303.194238444885	318644.66167664673
467	324557	20596.653839752413	318557.3373253493
468	324557	20725.17597875878	318401.14171656687
469	324557	21059.444681906847	318432.13173652696
470	324557	21731.298576893474	317675.3253493014
471	324557	20933.725151025537	318376.06786427146
472	324557	21709.130978555415	317816.0898203593
473	324557	19029.07978708369	319525.0908183633
474	324557	21734.517181682553	317880.6856287425
475	324557	19571.58254197405	318973.499001996
476	324557	19949.702534539007	318870.88522954093
477	324557	21385.163499075727	318072.86626746505
478	324557	18860.943016517263	319608.9151696607
479	324557	19656.149851293747	319075.60479041917
480	324557	19158.714167947895	319448.44710578845
481	324557	18545.0560038375	319737.5289421158
482	324557	21985.619847826474	317554.3123752495
483	324557	20420.42977596607	318532.377245509
484	324557	18775.809829311518	319555.0988023952
485	324557	20302.02389325737	318728.97904191614
486	324557	20332.00417190627	318721.2584830339
487	324557	20509.66213597206	318706.3592814371
488	324557	20821.100964572204	318367.3263473054
489	324557	20765.544043597398	318507.21656686626
490	324557	20797.973183011927	318502.35628742515
491	324557	20643.547990264746	318500.66866267467
492	324557	19217.98275251679	319391.97005988023
493	324557	21377.558401725015	318123.64171656687
494	324557	20601.23826106689	318520.8273453094
495	324557	20283.300414584013	318651.2624750499
496	324557	20631.956794693415	318503.5349301397
497	324557	20693.913079606	318440.34630738525
498	324557	22277.577222985536	317416.7395209581
499	324557	23061.9376770727	316829.9510978044
500	324557	19924.53880069634	318958.2774451098
501	324557	21468.263804740494	317969.5988023952
502	324557	21112.07963197036	318370.9371257485
503	324557	21768.567849654206	317787.0988023952
504	324557	21165.54144644045	318228.6037924152
505	324557	20955.62604893833	318245.4081836327
506	324557	19059.11017496571	319518.1477045908
507	324557	19788.52966781951	318908.75648702594
508	324557	20298.383351150656	318762.5868263473
509	324557	19901.18720331072	318966.95908183634
510	324557	22142.003513888023	317591.6087824351
511	324557	20586.888188122837	318480.8502994012
512	324557	21529.85168029345	317909.09580838325
513	324557	20506.561370689116	318581.24451097805
514	324557	19355.139467346828	319273.51596806385
515	324557	19394.976364421505	319217.3912175649
516	324557	22654.608283609927	317086.7864271457
517	324557	21335.84217294335	317969.3882235529
518	324557	21417.674928673445	318066.5938123753
519	324557	21078.32917863135	318288.69161676645
520	324557	21575.436155066513	317927.9810379241
521	324557	19196.347296546523	319277.8363273453
522	324557	20029.87397818436	319003.2744510978
523	324557	20602.01330022438	318562.3912175649
524	324557	21325.379478684255	318011.64371257485
525	324557	20838.78881898017	318401.39520958083
526	324557	20737.027014998097	318428.4820359281
527	324557	20534.232816164465	318539.4181636727
528	324557	19646.26653881663	319318.44211576844
529	324557	20899.908024605775	318308.8972055888
530	324557	20705.12536005387	318367.5279441118
531	324557	22248.422084145408	317393.2744510978
532	324557	22255.23792981252	317387.130738523
533	324557	21955.656743465253	317736.0898203593
534	324557	19508.615610615823	319189.88522954093
535	324557	21176.606361381233	318177.869261477
536	324557	21893.792205062	317671.8642714571
537	324557	20599.158413216468	318556.77245508984
538	324557	19739.350792963218	319047.9251497006
539	324557	20548.476500621626	318487.75548902195
540	324557	19839.85845957034	319101.9610778443
541	324557	21341.13083662592	318121.69760479045
542	324557	23102.662009215495	316817.00598802394
543	324557	20932.333104108642	318339.3053892216
544	324557	21996.125891103984	317592.02195608785
545	324557	20280.55180369644	318689.14171656687
546	324557	19794.877622241012	319115.81736526947
547	324557	20196.315099377643	318803.6936127744
548	324557	21428.518873990677	318061.5489021956
549	324557	20938.30718353433	318295.3872255489
550	324557	21531.166394328648	318030.88423153694
551	324557	20532.862138694796	318577.51596806385
552	324557	20694.316368653497	318526.9540918164
553	324557	19991.976450181213	318853.69860279444
554	324557	19297.64422061404	319247.5928143713
555	324557	19943.924490976726	318993.23453093815
556	324557	20547.456092658907	318569.0369261477
557	324557	21697.59313740154	317810.32035928144
558	324557	20055.834109820506	318921.2245508982
559	324557	22065.37955211325	317691.6866267465
560	324557	21464.884984980945	317877.14171656687
561	324557	20637.9747347834	318379.01696606784
562	324557	18925.525889820674	319589.2245508982
563	324557	19648.370497069554	319155.14371257485
564	324557	21240.132275613112	318084.6726546906
565	324557	20181.2444211698	318797.9251497006
566	324557	19996.663366959703	318813.7215568862
567	324557	20693.03428362344	318364.27345309383
568	324557	20975.10226655672	318278.25349301397
569	324557	21942.474699960367	317734.5119760479
570	324557	20314.525557738118	318717.9810379241
571	324557	20495.744470470712	318628.4091816367
572	324557	21927.684507911876	317656.5099800399
573	324557	20084.805441737313	318823.95608782436
574	324557	19521.799756206852	319274.376247505
575	324557	20108.06829434468	318904.54391217564
576	324557	20655.783664088685	318458.5898203593
577	324557	19773.50370037219	318953.3612774451
578	324557	21046.236773696983	318299.8512974052
579	324557	21893.93318802913	317619.15369261475
580	324557	19930.353336958917	318995.72854291415
581	324557	20292.369450244852	318642.34730538924
582	324557	21592.048479616235	317969.20558882237
583	324557	21546.84270010298	317903.3353293413
584	324557	21943.69246186122	317693.43013972056
585	324557	20801.292474630467	318415.29341317364
586	324557	18325.897346764486	319829.15568862273
587	324557	20819.930749128758	318536.40219560877
588	324557	22345.77870908924	317440.0479041916
589	324557	19843.49038498565	319058.0728542914
590	324557	22237.208571801893	317427.4251497006
591	324557	21422.33235069114	318105.76746506983
592	324557	20238.837309047874	318743.1766467066
593	324557	20788.015259384483	318410.45908183634
594	324557	18901.353478226345	319599.27145708585
595	324557	19701.465841292924	319222.1097804391
596	324557	20895.542190406	318471.50499001995
597	324557	22315.744838557544	317323.61477045907
598	324557	22532.673817384148	317334.3373253493
599	324557	22673.314741656013	317039.10678642715
600	324557	20761.63491584229	318424.97005988023
601	324557	20436.016693434158	318561.72754491016
602	324557	19133.604055737505	319456.6566866267
603	324557	19828.29125843039	318944.69760479045
604	324557	22196.491219549494	317407.21656686626
605	324557	20183.619859524835	318840.26347305387
606	324557	20447.763295280623	318727.09680638724
607	324557	21453.123784142088	317896.80738522956
608	324557	20241.96948233882	318746.49401197606
609	324557	22019.435990721457	317663.20758483035
610	324557	19392.768775060096	319392.72954091814
611	324557	21445.262752779243	317971.7684630739
612	324557	21399.41934915247	317934.4441117764
613	324557	20424.426939471326	318611.24550898204
614	324557	20544.74096929758	318652.2255489022
615	324557	19114.406073562546	319426.74451097805
616	324557	21887.603505158622	317798.79341317364
617	324557	21853.840931730243	317765.8512974052
618	324557	21769.85025293135	317791.8423153693
619	324557	20087.973177553686	318868.16866267467
620	324557	19469.25994236278	319161.89520958083
621	324557	20195.835484228257	318878.0089820359
622	324557	22644.805855016784	317300.1017964072
623	324557	20714.80645634779	318483.82834331336
624	324557	20991.24172921937	318194.0119760479
625	324557	19726.786889581144	319047.0079840319
626	324557	20088.319509099667	318968.0928143713
627	324557	20102.286710214023	318864.6606786427
628	324557	21525.059673594238	317907.56886227545
629	324557	20687.890741302086	318489.69760479045
630	324557	20950.034659966605	318365.2584830339
631	324557	19687.729278807878	319189.2984031936
632	324557	19765.454681445517	319163.0628742515
633	324557	20142.101457131717	318898.1656686627
634	324557	20683.234084937078	318528.4001996008
635	324557	20464.35535927393	318587.59780439123
636	324557	20529.78098664478	318464.0838323353
637	324557	21768.602421123247	317835.48602794413
638	324557	21402.004244507247	318069.6756487026
639	324557	19779.41070060982	318954.7954091816
640	324557	21337.608380638503	318096.126746507
641	324557	21313.94232208879	318135.05788423156
642	324557	20629.312985124423	318546.7964071856
643	324557	20555.001798337522	318610.41117764474
644	324557	22473.583227310286	317271.3972055888
645	324557	20613.50603415168	318547.5738522954
646	324557	20794.554796430602	318416.81836327346
647	324557	21381.25628388498	318074.9131736527
648	324557	21125.472233739518	318194.5538922156
649	324557	19597.187464692666	319167.0129740519
650	324557	19798.33160023213	318987.29141716566
651	324557	21411.688266184607	317939.7994011976
652	324557	20633.44309934553	318504.04391217564
653	324557	19403.68431616894	319384.75648702594
654	324557	19298.78813657616	319287.79041916167
655	324557	19301.03301005436	319374.2035928144
656	324557	21488.978534401424	317962.09780439123
657	324557	19658.54305459893	318993.3053892216
658	324557	20218.447301228476	318788.80738522956
659	324557	21517.585162944884	317953.5259481038
660	324557	19832.656264878104	318938.6646706587
661	324557	21022.19859216909	318387.48403193615
662	324557	20273.239467291496	318733.9810379241
663	324557	21827.56214842238	317812.63373253495
664	324557	20940.22139550337	318252.9530938124
665	324557	20086.95492848144	318863.65269461076
666	324557	18497.001927023324	319745.74451097805
